filename,baseline_psnr,depth_psnr,diff
0108_1_0.2.jpg,12.312908,14.933527,2.6206188
0109_0.85_0.08.jpg,22.269238,19.246962,-3.022276
0110_0.8_0.12.jpg,22.456827,22.249058,-0.2077694
0111_0.8_0.2.jpg,16.954102,19.528791,2.5746899
0112_0.8_0.2.jpg,22.139713,22.400928,0.2612152
0113_0.9_0.08.jpg,23.434523,23.907318,0.4727955
0115_0.8_0.12.jpg,21.614931,19.648275,-1.9666557
0116_0.9_0.16.jpg,18.593828,20.279919,1.6860905
0117_0.9_0.12.jpg,23.845894,21.583591,-2.2623024
0118_0.9_0.2.jpg,15.919716,19.792818,3.8731022
0119_0.85_0.12.jpg,22.929321,21.800285,-1.129036
0120_0.85_0.08.jpg,20.45094,22.111635,1.660696
0121_0.85_0.2.jpg,19.938156,22.120592,2.182436
0123_1_0.08.jpg,21.581066,24.006027,2.424961
0125_0.8_0.12.jpg,21.739792,21.524546,-0.2152462
0126_0.8_0.2.jpg,18.522665,21.991081,3.4684162
0127_0.8_0.2.jpg,18.53008,21.227257,2.697176
0129_0.8_0.16.jpg,18.180527,18.967926,0.7873993
0131_0.95_0.08.jpg,22.093096,21.220818,-0.8722782
0132_1_0.08.jpg,24.60645,24.34642,-0.26002884
0133_1_0.2.jpg,13.650012,14.862059,1.2120466
0134_0.95_0.16.jpg,19.013996,22.657738,3.6437416
0135_0.95_0.12.jpg,21.990887,24.662186,2.671299
0137_0.8_0.2.jpg,18.446497,20.701025,2.254528
0138_0.9_0.08.jpg,23.591997,21.22426,-2.3677368
0139_0.85_0.12.jpg,21.002583,20.074873,-0.9277096
0140_0.95_0.12.jpg,22.461094,20.111,-2.3500938
0141_0.95_0.12.jpg,18.43033,19.670715,1.240385
0142_0.95_0.08.jpg,23.93988,22.74662,-1.1932602
0143_1_0.2.jpg,11.747941,13.296004,1.5480633
0145_0.8_0.12.jpg,22.806679,19.129475,-3.6772041
0146_0.8_0.2.jpg,18.103525,18.506643,0.40311813
0147_1_0.16.jpg,14.883733,17.731356,2.8476229
0148_0.9_0.12.jpg,20.633526,24.291054,3.657528
0149_0.9_0.08.jpg,23.222942,21.54396,-1.6789818
0150_0.8_0.16.jpg,22.723646,19.982191,-2.741455
0151_0.8_0.08.jpg,21.96102,20.725584,-1.2354355
0152_0.8_0.2.jpg,20.07097,21.680677,1.6097069
0153_0.8_0.08.jpg,22.585642,21.517324,-1.0683174
0154_0.8_0.2.jpg,17.034153,17.817064,0.7829113
0155_1_0.08.jpg,22.489521,19.375977,-3.1135445
0157_0.8_0.08.jpg,22.79621,19.476706,-3.3195038
0158_0.8_0.2.jpg,14.786445,18.21843,3.431985
0160_0.9_0.2.jpg,20.559359,25.131447,4.5720882
0161_0.85_0.08.jpg,23.664434,20.108835,-3.5555992
0162_0.95_0.12.jpg,25.91038,24.219835,-1.6905441
0163_0.95_0.08.jpg,24.067226,20.652298,-3.4149284
0164_0.9_0.2.jpg,15.026263,17.03712,2.0108576
0165_0.9_0.2.jpg,14.866198,17.466785,2.6005878
0166_0.8_0.16.jpg,17.007788,20.037426,3.0296383
0167_0.8_0.12.jpg,21.471127,23.187504,1.7163773
0168_0.9_0.16.jpg,17.516445,18.800352,1.2839069
0169_0.9_0.12.jpg,19.595201,21.787827,2.192625
0170_0.8_0.2.jpg,15.257204,18.268269,3.0110645
0171_0.85_0.12.jpg,20.037731,19.370852,-0.66687965
0172_0.85_0.08.jpg,22.453749,19.929476,-2.524273
0174_0.95_0.08.jpg,24.258863,22.140057,-2.1188068
0175_0.85_0.16.jpg,17.493475,20.845272,3.351797
0176_1_0.08.jpg,16.975916,20.88136,3.9054432
0178_0.8_0.12.jpg,20.916706,17.37302,-3.543686
0179_0.8_0.2.jpg,19.5914,18.059309,-1.5320911
0180_0.85_0.16.jpg,20.446472,21.157043,0.7105713
0181_0.9_0.08.jpg,23.326824,19.232914,-4.09391
0182_0.8_0.16.jpg,20.267818,18.577168,-1.6906509
0183_0.8_0.16.jpg,18.27087,19.84886,1.5779896
0184_0.95_0.12.jpg,22.630033,21.82333,-0.80670357
0185_1_0.16.jpg,20.951082,24.874641,3.9235592
0187_0.9_0.2.jpg,16.730345,20.059317,3.3289719
0188_0.85_0.08.jpg,22.858324,18.846548,-4.011776
0189_0.85_0.2.jpg,15.539876,18.826176,3.2862997
0191_1_0.08.jpg,20.735796,22.252514,1.5167179
0194_1_0.2.jpg,13.219643,16.545866,3.3262234
0195_1_0.08.jpg,23.320227,21.532974,-1.7872524
0196_0.9_0.2.jpg,18.090117,20.854914,2.7647972
0197_0.8_0.16.jpg,18.26257,19.726059,1.4634895
0198_0.95_0.12.jpg,19.16602,18.520351,-0.645668
0199_1_0.16.jpg,17.187536,20.776943,3.589407
0200_1_0.12.jpg,17.189674,17.24541,0.05573654
0201_1_0.08.jpg,22.830965,22.131477,-0.6994877
0202_0.85_0.12.jpg,20.19196,17.369541,-2.8224182
0204_0.8_0.08.jpg,23.999651,20.735672,-3.263979
0205_1_0.16.jpg,15.835478,15.809845,-0.025632858
0206_1_0.12.jpg,19.441048,22.311975,2.8709278
0207_1_0.08.jpg,23.51164,18.53635,-4.9752903
0208_0.8_0.16.jpg,23.951723,22.339405,-1.612318
0209_0.85_0.08.jpg,24.21458,22.701424,-1.5131569
0210_0.85_0.2.jpg,18.026638,20.987509,2.9608707
0212_0.9_0.2.jpg,21.08461,23.847366,2.7627563
0213_1_0.2.jpg,15.03489,17.104029,2.0691385
0215_0.8_0.08.jpg,21.954813,18.810522,-3.144291
0216_1_0.12.jpg,22.82646,22.485334,-0.3411255
0217_1_0.2.jpg,14.831791,17.866365,3.0345745
0218_0.9_0.2.jpg,18.738903,20.155437,1.4165344
0219_0.85_0.08.jpg,23.513754,20.351501,-3.1622524
0220_0.85_0.2.jpg,18.55037,19.760592,1.2102222
0222_0.85_0.16.jpg,20.487326,23.20966,2.722334
0223_0.95_0.16.jpg,17.867485,22.459442,4.591957
0225_0.8_0.2.jpg,16.63935,20.566263,3.9269123
0226_0.8_0.2.jpg,20.068108,20.86734,0.7992325
0228_1_0.2.jpg,13.683535,16.358034,2.6744995
0230_0.9_0.16.jpg,22.837883,26.706419,3.868536
0233_0.8_0.12.jpg,22.58411,21.725885,-0.85822487
0235_0.9_0.08.jpg,22.147915,18.641268,-3.506647
0237_0.8_0.12.jpg,21.781141,20.415607,-1.3655338
0238_0.8_0.2.jpg,17.976063,21.162092,3.1860294
0239_0.8_0.2.jpg,18.102009,21.577946,3.475937
0240_1_0.08.jpg,21.319391,21.978224,0.65883255
0242_0.8_0.12.jpg,23.0246,19.390654,-3.6339455
0243_0.8_0.08.jpg,22.464731,20.553577,-1.9111538
0244_0.9_0.12.jpg,21.443867,20.555653,-0.8882141
0245_1_0.2.jpg,17.475513,21.270666,3.7951527
0246_0.85_0.12.jpg,19.996664,21.10678,1.110115
0248_0.8_0.08.jpg,23.44601,23.157867,-0.28814316
0249_1_0.12.jpg,16.529354,19.887737,3.3583832
0251_0.8_0.16.jpg,16.04191,18.362537,2.3206272
0253_0.8_0.2.jpg,18.85475,19.702461,0.84771156
0253_1_0.16.jpg,16.871624,18.03054,1.1589165
0255_0.85_0.08.jpg,24.08388,22.018677,-2.0652027
0256_0.95_0.16.jpg,20.22952,20.13726,-0.09226036
